qid,query
test-economy-thsptr-con02a,progressive taxes place an unfair and disproportionate burden on the wealthy the revenues the state acquires through taxation are used to pay for various services and benefices lower income individuals consume these services to a disproportionate degree it is they who require income supplements and child benefits when they lack the wherewithal to provide for themselves and they avail more readily than the wealthy of such things as public healthcare and transport services there is thus clearly no correlation between the amount people pays in taxes and amount of benefits they receive from them 1 the rich make less use of such services often preferring to use of privately provided services yet they are expected to pay a greater proportion of their wealth to the public services they do not use under a progressive system of taxation as a matter of fairness it is only just that everyone contribute to the provision of public services equally in accordance with their wherewithal to do so wealthier people thus can pay more units of wealth to the system than poor people justly but when they are expected to pay a disproportionate percentage of wealth through a system that levies contributions according to a progressive rather than proportional scale they are being used unfairly and being stripped of their rightful possessions to the use of others 1 mayer david wealthy americans deserve real tax relief on principle 7 5 1999 available
test-economy-thsptr-con05a,the aim of taxation should be to provide equality of opportunity not of outcom taxation should not be about trying to engineer a more equal society the purpose of taxes is to furnish necessary services people need to become competitive free agents in the economy progressive taxes take unduly from some to give to others in the hope of fostering social equality yet such efforts can only be harmful as they breed resentment from rich toward the poor for taking undue amounts of their wealth for their consumption and feelings of entitlement from poor who feel the wealthy owe them the money they pay and thus feel happy to levy ever more odious taxes from them 1 society is best served by promoting a system of taxation that fosters equality of opportunity by providing essential services to which everyone contributes in accordance with their ability to pay this is better serviced through a system of flat taxes such as in russia where there is a flat tax of 13 2 that promote a system of proportionality in taxation rather than progressive taxes that focus unduly upon the contributions of the few to the many 1 the frugal libertarian immorality of progressive income tax nolan chart 2008 available 2 mardell mark pros and cons of rick perry s flat tax plan bbc news 26 october 2011
test-economy-thsptr-con04a,progressive systems are invariably highly complex and inefficient in implementation breeding the knock on inefficiencies of evasion and avoidance the modern progressive tax system has created whole industries of firms and specialists geared toward helping people file their taxes and to ensure the system runs smoothly it has also bred armies of officials who oversee and audit tax issues costing the united states for example more than 11 billion a year to operate its tax collection and verification systems 1 people are forced under the progressive system to waste hours filling out returns to hoard and sift through receipts to be accurate and to maximize their rebates there is thus a huge efficiency loss in terms of people s time as they are forced to dedicate effort and resources to the often arduous task of filing taxes in an ever more complicated system arising from a progressive regime the extreme complexity of the system has generated further negative incentives encouraging the wealthy to seek ways around the system to exploit loopholes in the bloated system for their personal benefit 2 the very wealthy can thus evade obligations through the manipulation of complex tax codes and loopholes and can sometimes even lead less scrupulous people to pay less than less wealthy people flat and regressive consumption taxes on the other hand offer an easier mechanism of taxation that is easier to understand less time consuming to deal with and harder to manipulate 1 white james internal revenue service assessment of the 2008 budget request and an update of 2007 performance united states government accountability office available 2 wolk martin why the tax system keeps getting more complex msnbc 2006 available
test-economy-thsptr-con01a,individuals property and income are an index of deserving achievement and of value contributed in the market place to society a progressive taxation system essentially assumes that the property rights of the poor are more sacred than those of the wealthy somehow the wealthy have a less proportionate ownership right than do the less well off simply by dint of their greater wealth 1 this is the height of injustice an individual s income is a measure of his overarching societal worth by reflecting his ability to produce goods and services people find socially desirable and to signify his level of competence and desirability by his employer the state should not punish people for this greater social worth by taxing them disproportionally to others when it does so it expects people to work for the sake of others to an extent that is not fair effectively consigning them to a kind of forced labor by which parts of the wealth they work to acquire is appropriated by the state to a degree beyond which it is willing to do to others 2 such a regime is manifestly unjust 1 seligman edwin progressive taxation in theory and practice publications of the american economic association 9 1 7 222 1894 2 nozick r anarchy state and utopia new york basic books 1974
test-economy-egiahbwaka-pro02a,women provide a platform for economic development where women in africa are treated more as equals and are being given political power there are benefits for the economy africa is already surging economically with 6 out of the world s ten fastest growing economies in the past decade being a part of sub saharan africa 1 while some of the fastest growing economies are simply as a result of natural resource exploitation some are also countries that have given much more influence to women 56 of rwanda s parliamentarians are women the country s economy is growing its poverty rate has dropped from 59 to 45 in 2011 and economic growth is expected to reach up to 10 by 2018 women become the driving force of the socio economic development after the 1994 genocide with many taking on leadership roles in their communities 2 in liberia since ellen johnson sirleaf took the presidency seat on january 2006 notable reforms have been implemented in the country to boot the economy and with visible results liberia s gdp has grown from 4 6 in 2009 to 7 7 by the end of 2013 men in africa on the other hand have often lead their countries into war conflict discord and the resulting slower economic growth men fight leaving women behind to tend the household and care for the family giving women a greater voice helps encourage longer term thinking and discourages conflict one of the main reasons for africa s plight in the second half of the 20th century the feminisation of politics has been identified by stephen pinker as one of the causes for a decline in conflict 3 when peace brings economic growth women will deserve an outsize share of the credit 1 baobab growth and other things the economist may 1st 2013 2 izabiliza jeanne the role of women in reconstruction experience of rwanda unesco 3 pinker s the better angels of our nature why violence has declined 2011
test-economy-egiahbwaka-pro01a,women are the backbone of africa s agriculture it sounds dramatic but when more than 70 percent of the agricultural labor force of africa is represented by women and that sector is a third of gdp one can say that women really are the backbone of africa s economy but the sector does not reach its full potential women do most of the work but hold none of the profit they cannot innovate and receive salaries up to 50 less than men this is because they cannot own land 1 they cannot take loans and therefore cannot invest to increase profits 2 the way to make women key to africa s future therefore is to provide them with rights to their land this will provide women with an asset that can be used to obtain loans to increase productivity the food and agriculture organisation argues if women had the same access to productive resources as men they could increase yields on their farms by 20 30 percent this could raise total agricultural output in developing countries by 2 5 4 percent which could in turn reduce the number of hungry people in the world by 12 17 percent 3 the bottom line is that women work hard but their work is not recognised and potential not realised what is true in agriculture is even truer in other sectors where women do not make up the majority of workers where the simple lack of female workers demonstrates wasted potential the inefficient use of resources reduces the growth of the economy 1 oppong ansah albert ghana s small women s savings groups have big impact inter press service 28 february 2014 2 mucavele saquina the role of rural women in africa world farmers organisation 3 fao gender equality and food security fao org 2013 p 19
test-economy-egiahbwaka-con03a,africa s greatest needs are for infrastructure and education africa s greatest needs for development are infrastructure and education neither of these needs implies that women are about to become key to the african economy africa is severely deficient in infrastructure sub saharan africa generates the same amount of electricity as spain a country with one seventeenth the population the world bank suggests if all african countries were to catch up with mauritius in infrastructure per capita economic growth in the region could increase by 2 2 percentage points catching up with korea s level would increase economic growth per capita by up to 2 6 percent per year 1 there are numerous projects to alleviate this deficit such as immense projects like the grand inga dam in the democratic republic of congo which could power not just the country but its neighbours too 2 however if construction is the key to the future then this implies men are going to continue to have more impact as the construction industry is traditionally dominated by men africa has been making strides in education for women yet there still remains a gap to take a few examples the youth female literacy rates in angola 66 central african republic 59 ghana 83 and sierra leone 52 is still lower than youth male literacy rates or 80 72 88 and 70 3 and the gap often increases with further education to take senegal as an example there are actually more girls than boys enrolled in primary education a ratio of 1 06 but for secondary this drops to 0 77 and to 0 6 for tertiary the situation is the same in other countries mauritania 1 06 0 86 0 42 mozambique 0 95 0 96 0 63 and ghana 0 98 0 92 0 63 4 with women not breaking through to the highest level in education it is unlikely that they will be the main driver of the economy in the future their influence may increase as a result of increasing education at lower levels but without equality at the highest level they are unlikely to become key to their countries economic future as the highest skilled jobs and the roles of directing the economy will still be carried out primarily by men 1 fact sheet infrastructure in sub saharan africa the world bank 2 see the debatabase debate this house would build the grand inga dam 3 unesco institute for statistics literacy rate youth male of males ages 15 24 data worldbank org 2009 2013 4 schwab klaus et al the global gender gap report 2013 world economic forum 2013 pp 328 276 288 208 in order of mentioning examples taken pretty much at random though there are one or two where the ratios actually don t change much such as mauritius but that is against the trend
test-economy-egiahbwaka-con01a,natural resources are key africa has a very significant amount of resources that have not yet been exploited and put to good use the continent has 12 of the world s oil reserves 40 of its gold and 80 to 90 of its chromium and platinum moreover it is home to 60 of the world s underutilized arable land and has vast timber resources 1 given the economic changes and the recent continent s economical upraise africa has now a real opportunity to capitalize on their resource endowments and high international commodity prices 2 the major point is that africa s resources fuel the world commodities from laptops to cell phones cars or airplanes all are made from using minerals that come from africa for example catalytic converters are fitted to cars in order to reduce air pollution platinum and rhodium are the key components both resources found in abundance in africa cell phones or laptops use parts made out of tantalum which is exported from african countries such as mozambique or rwanda and so on 3 africa is also the continent excluding antarctica which is least explored so has most potential growth in raw materials new explorations reveal much larger reserves than previously known if these resources and wealth are well managed in an efficient and equitable way it could boost africa s economy helping all categories of people from women to children offering jobs and generally raising the level of life on the continent 1 lopes carlos and tony elumelu how africa s natural resources can drive industrial revolution cnn 20 november 2013 2 economic commission for africa making the most of africa s commodities industrializing for growth jobs and economic transformation uneca org 2013 3 tutton mark and milena veselinovic how africa s resources fuel the world cnn 25 july 2013
test-economy-egppphbcb-pro02a,each man has a right to private property the right to own property is central to man s existence since it ensures him of his independence of survival it provides a means to sustain himself without relying on others inasmuch as he has control over a property and can make a living from it however in order to acquire property the person must gain it from his own labour if he takes the fruit of someone else s labour without consent that would be plain stealth however this is not the only requirement which must be fulfilled in order to gain property imagine a scenario where i pour out tomato juice into the ocean i have mixed my own labour with nature and made an own creation but could it be said that the ocean is my property most people would certainly say no and therefore one of the following two provisos must also be met before one can fully acquire property 1 it does not impact on others chance of survival comfort of life 2 leaves the others better off than before let us presume that we have a wasteland which generates very little harvest since it is uncultivated if i privatise and cultivate a bit of this land it will generate more harvest since i have put work effort in it presuming that the privatisation does not leave the others worse off than before e g there is plenty of other wasteland they can cultivate on their own and does thus not harm anyone else s opportunities chances to cultivate their own land privatisation is allowed for the individual good alternately others are better off if they do not have the skill to cultivate land themselves and can lease their labour working on my privatized land they would win on the deal since the wage i pay them would be better than what they would have gained on their own1 2 1 locke j n d chapter v of property constitution society retrieved june 7 2011 2 nozick r 1974 anarchy state and utopia pp 54 56 137 42 basic books
test-economy-egppphbcb-pro01a,the market should determine the price of products and services a free market gives the power to the people to choose and decide what products and services should be offered to them if many people want the same thing the demand will be higher and it will be profitable to offer them on the market since it will sell therefore the people are in command of what products are being offered to them through their own want the market is thus decided upon what people need and therefore there will be no excess products or services offered e g let us presume that many people want to see high quality basketball a person like michael jordan who has a talent for basketball and has honed his basketball skills would in this case be much in demand people are ready to pay for the service he offers excellent basketball and consequently his high wage will be justified on the other hand a mediocre basketball player would not be paid at all since there is no demand to see mediocre basketball his service does not have an attraction on the market and will thus be eliminated1 2 this is all part of what could be called a dynamic capitalist system which values individuality honing your basketball skills rewards ability having basketball skills and risk taking risking that you will succeed with it 1 adam smith n d the concise encyclopedia of economics retrieved june 20 2011 2 nozick r 1974 anarchy state and utopia pp 54 56 137 42 basic books
test-economy-egppphbcb-pro03a,the capitalist society enhances personal freedom the western democratic capitalist system protects individual s rights and liberties through freedom from of interference by other people mature adult citizens are believed to have the capacity to choose what kind of life they want to lead and create their own future without paternalistic coercion from the state berlin 1958 the capitalist society s ideals could perhaps be best exemplified with the american dream where everyone has an initial equal opportunity to reach their full potential each individual being choosing their own path free from external coercion james truslow adams defines the american dream as the following in 1931 life should be better and richer and fuller for everyone with opportunity for each according to ability or achievement 1 the current president of united stated barack obama is a typical example of a person who has achieved the american dream barack obama did not start his life with a traditional fortunate circumstance previous presidents had enjoyed e g george bush nevertheless he succeeded in transcending his social class his race etc and became the president of united states2 thus capitalism provides everyone with a fair chance to reach great achievements in their life if they seize the opportunities 1 james truslow adams papers 1918 1949 n d columbia university library retrieved june 7 2011 2 barack obama is the american dream writ large 2008 mirror retrieved june 7 2011
test-economy-egppphbcb-pro04a,incentive in form of profit benefits society as a whole the strongest motivational force a human being can feel towards work is a potential reward for their effort therefore those who work hard and contribute most to society should justly also gain the most in form of increased wealth e g private property when work is uncoupled from reward or when an artificial safety net provides a high standard of living for those who do not work society as a whole suffers if those who work will benefit equally as the ones who do not there will be no reason to work and the overall productivity will be lowered which is bad for society incentives are therefore necessary since it increases the overall standard for the whole society in form of material wealth the fact that individuals are driven to succeed and earns what is rightfully theirs is thus in all our interest with an overall higher productivity even the worst off may benefit more than they would have if the productivity had been low e g through charities etc 1 2 3 4 1 rawls j 1999 a theory of justice rev oxford oxford university press 2 bradford w 1856 history of plymouth plantation little brown and company 3 nozick r 1974 anarchy state and utopia pp 54 56 137 42 basic books 4 perry m j 1995 why socialism failed university of michigan flint mark j perry s personal page
test-economy-egppphbcb-con03a,socialism is a more secure system than the free market in capitalism credit bubbles and resultant credit crunches financial crisis are inherent in the capitalist system the economy undergoes a crisis whenever productive economic sectors begin to undergo a slowdown resulting in falls in profits the recent crisis was caused due to the fact that there was an inflated investment in real estates it was invested in with the purpose of keeping up profits which lead to a rise in the price of properties because of the increased price in property many people took out loans on their house and bought goods for the credit thinking they could easily pay back their loans since their house would be more valuable at sale however since the rise of price was fabricated and not corresponding to an actual need it was a bubble house prices had to invariably go down at some point when the prices eventually went down people could no longer afford to pay back what they had bought on their loaned houses and the installed payments were the trigger of the financial crisis it could perhaps be said that the economy was surviving on money which did not exist thereof the name credit bubble the result was that there were countless goods which no one could buy because no one could afford to pay for them in turn this lead to a stagnation in the economy and hence to a crisis a socialist system would not produce overconsumption since its aim is not profit but human needs it would not have a reason to fabricate an investment for the sake of keeping up the profits and would therefore not cause a capitalist crisis1 1 roberts m 2008 the credit crunch one year on in defence of marxism retrieved june 7 2011
test-economy-egppphbcb-con01a,socialism leads to a more humane equal society the gap between poor and rich countries has never been as great as it is today warren buffet s wealth was estimated to be a net worth of approximately us 62 billion in this while one in seven people on earth goes to bed hungry every night and 6 54 million children die of starvation and malnutrition every year2 the absurd inequality between people s wages is because of the capitalist system since the capitalist s only aim is to generate profit there is no reason to keep anything other than a minimum wage for the workers in a globalized world rich countries can outsource industries to poorer countries where workers will not expect so high a wage the lower the wages a capitalist can pay to the labourers the more profit he can generate a capitalist does not care whether his labourers living standards are good acceptable or bad although he does want to maintain a level where the labourers will not die or rebel as long as they deliver the work for the lowest wage possible3 therefore a company ceo can gain an absurd amount of money since he will reap all the profit made from all the labourers in his company while the lowest worker in the hierarchy will only earn enough to survive the ordinary worker does not have a free choice whether he wants to work or not since he is at such an inferior bargaining position that he has to accept the capitalist s offer in order to survive according to socialism this inequality is atrocious it can by no means be justifiable that an ordinary labourer who works equally as hard or harder than a ceo should struggle for his survival while the ceo lives in unimaginable luxury in socialism production and wages are directed to human needs there is consequently no need to maximise profit and thus this gross inequality would be evened 4 1 the world s billionaires 1 warren buffett 2008 march forbes 2 hunger 2011 world food programme retrieved june 7 2011 3 engels frederick 2005 the principles of communism marxist internet archive retrieved june 7 2011 4 marx k n d critique of the gotha programme i marxist internet archive
test-economy-bhahwbsps-pro03a,this ban would encourage smokers to smoke less or give up smoking altogether not being able to smoke in public will make it more difficult for smokers to keep up with their habit for example if they are no longer able to smoke in the pub smokers would have to go outside possibly in the rain or other uncomfortable weather and be away from their non smoking friends every time they wanted to have a cigarette so a smoking ban would encourage smokers to smoke less frequently and maybe even give up this can be seen in countries already with smoking bans for example a study in england found that in the nine months after the smoking ban was introduced there was a 5 5 fall in the number of smokers in the country compared to the much lower fall of 1 6 in the nine months before the ban 1 this can only be a good thing since giving up smoking decreases the risk of death even for those suffering from early stage lung cancer 2 1 daily mail smoking ban spurs 400 000 people to quit the habit daily mail 4 july 2008 2 parsons a daley a begh r and aveyard p influence of smoking cessation after diagnosis of early stage lung cancer on prognosis systematic review of observational studies with meta analysis british medical journal 340 21 january 2010
test-economy-thhghwhwift-pro02a,there is ample precedent in the form of other sin taxes a sin tax is a term often used for fees tacked on to popular vices like drinking gambling and smoking its roots have been traced back to the 16th century vatican where pope leo x taxed licensed prostitutes 1 more recently and with greater success us federal cigarette taxes were shown to have reduced consumption by 4 for every 10 increase in the price of cigarettes 2 given the success achieved with uprooting this societal vice which on a number of counts is similar to the unhealthy food one immense health costs linked to a choice to consume a product we should employ this tried and true strategy to combat the obesity epidemic in fact a recent study published in the archives of internal medicine followed 5000 people for 20 years tracking food consumption and various biological metrics the report states that researchers found that incremental increases in price of unhealthy foods resulted in incremental decreases in consumption in other words when junk food cost more people ate it less 3 thus leaning on the successful tradition of existing sin taxes and research that points out the potential for success of a similar solution in this arena it should be concluded that a fat tax is an important part of a sensible and effective solution to the obesity epidemic 1 altman a a brief history of sin taxes published 4 2 2009 accessed 9 12 2011 2 cdc steady increases in tobacco taxes promote quitting discourage smoking published 5 27 2009 accessed 14 9 2011 3 o callaghan t sin taxes promote healthier food choices published 3 10 2010 accessed 9 12 2011
test-economy-thhghwhwift-pro01a,an individual s bmi is no longer a purely personal matter the obesity epidemic is taking an enormous toll on global medical costs in the us alone the health care costs attributable to either direct or indirect consequences of obesity have been estimated at 147bn 1 put into context this amounts to roughly 9 of the health spending in the us 2 the figure might seem excessive but we need to remember that obesity is linked to type 2 diabetes several kinds of cancer coronary artery disease stroke congestive heart failure asthma chronic back pain and hypertension to name just a few we also need to realize that many of the diseases on this list are chronic in nature requiring lifelong pharmacological therapy which often follows complex and expensive diagnostic procedures frequent medical specialist consultations and not infrequent emergency interventions 3 adding to the list is the value of income lost due to decreased productivity restricted activity and absenteeism not to mention the value of future income lost by premature death thus it becomes increasingly clear that due to the substantial cost obesity presents to the society individual choices that might lead to excessive weight gain can no longer be considered as solely individual in nature 4 therefore the government is legitimate in its action to introduce a form of a fat tax in order to try to dissuade the population from becoming obese and cover the increasing societal costs the already obese individuals are responsible for 1 cdc obesity economic consequences published 3 28 2011 accessed 9 12 2011 2 rti international obesity costs u s about 147 billion annually study finds published 7 27 2009 accessed 9 14 2011 3 the council of state governments costs of chronic diseases what are states facing published in 2006 accessed 9 14 2011 4 los angeles times should there be a fat tax published 4 11 2011 accessed 9 12 2011
test-economy-thhghwhwift-con02a,a tax is not an effective instrument to fight obesity there are very legitimate concerns whether artificially increasing the cost of fatty food by specifically targeting it with a tax would have a significant effect on the obesity trend in fact research shows that a fat tax would produce only a marginal change in consumption not the dramatic shift in public awareness the proponents of the fat tax are hoping for the reason lse researchers believe is simple those on the very poorest diets will continue to eat badly 1 other than the economic reasons for such behavior it could be argued that is also a thing of habit and culture fast fatty food is quick accessible and tasty 2 thus while a tax might be useful in reducing things such as the use of cigarettes which are at heart an unnecessary luxury and thus more easily affected by the price eating food whether junk or not is necessary it also seems that the fast fatty kind of food is fulfilling a specific need a need for a quick tasty and filling meal something people consider worth paying good money for the fight against obesity ought to be multifaceted complex and well thought out and a fat tax is none of those things we should approach the issue with more cunning and introduce other programs such as increasing the availability of healthy food by introducing healthy vending machines 3 increasing the amount of physics exercise by requiring it in school improving possibilities for recreation and access to public transportation thus encouraging people to burn more calories 4 and most importantly proper education on the topic if we want to create lasting change 5 1 tiffin r salois m a fat tax is a double whammy for the poor it will do little to prevent obesity in those on lower incomes and will hurt them financially published 9 2 2011 accessed 9 12 2011 2 hitti m top 11 reasons for fast food s popularity published 12 3 2008 accessed 9 14 2011 3 yara s best and worst vending machine snacks published 10 6 2005 accessed 9 14 2011 4 cdc recommended community strategies and measurements to prevent obesity in the united states published 7 24 2009 accessed 9 14 2011 5 bunce l fat tax solutions ignore wider social factors driving junk food habits published 8 16 2010 accessed 9 12 2011
test-economy-thhghwhwift-con01a,a fat tax infringes on individual choice introducing such a tax would constitute an overstepping of the government s authority the role of government in a society should not expand further than providing basic services such as education legal protection i e only the services necessary for a society to function and for the individual s rights to be protected such a specific tax is completely uncalled for and very unreasonable in the context of a fair society with a government that knows its place in it protecting the individual should go no further than the protection against the actions of a third person for instance we can all agree that governments should put measures in place to protect us from thieves scammers etc but should it also protect us from frivolous spending limit us in the number of credit cards we can own tell us how we can invest our money of course not but what this tax does is exactly that it is punishing the citizens for a specific choice they are making by artificially inflating its cost thus it is clear that levying such a tax against a specific choice an individual should be able to legitimately make is a clear overstepping of the government s authority 1 1 wilkinson w tax the fat not their food published 7 26 2011 accessed 12 9 2011
test-economy-fiahwpamu-pro02a,small is beautiful community empowerment microfinance is empowering the communities that are using it showing in development small is beautiful communities are empowered to change their conditions for example taking the case of savings microfinance allows for savings half of the adults that saved in sub saharan africa during 2013 used an informal community based approach care 2014 first having savings reduces household risk care is one of many organisations working in innovations for microfinance at care savings have been mobilised across africa by working with village savings and loans associations overtime care has targeted over 30 000 000 poor people in africa to provide necessary finance savings ensures households have financial capital can invest resources in education health and the future savings is security in livelihoods second microfinance is providing key skills oxfam s savings for change initiative provides training on savings and lending to women in communities in senegal and mali evidence from mali indicates startup capital provided has ensured better food security women s empowerment in the financial decision making of households and crucially a sense of community bond among the women oxfam 2013 gender based violence within households may also be reduced 1 1 see further readings kim et al 2007
test-economy-epehwmrbals-pro02a,international labour and business standards go hand in hand with development standards and will de facto increase implementation levels what are international labour and business standards they are globally acceptable methods of doing business and employing labour these include conventions against forced labour 1 discrimination 2 and child labour 3 these also form guideline structures for social policy such as labour dispute resolution bodies employment services and good industrial relations therefore this goes hand in hand with reducing poverty and increasing the standard of living of the employees and hence the standard is a facet of development in itself this helps in achieving the goals of a stable long term plan for economic growth as well paid workers are necessary for consumer spending employing higher standards would be a way to tackle the problems with distribution of aid at the grassroots and increase efficiency within the system organically 4 the poorest countries invariably have the lowest standards of labour and business it is essential to raise these standards to an international level implementing standards against practices like child labour if this is done then the purpose of development aid which is to increase the day to day standard of living of the people will improve in an absence of such a pre requisite a developing country will be free to employ standards that do not reflect the same principles of the donor nation thus to avoid a hypocritical scenario this pre requisite is necessary 1 c029 forced labour convention adoption geneva 14th ilc session 28 june 1930 2 international labour office discrimination employment and occupation convention international labour organisation 1958 no 111 3 ilo conventions and recommendations on child labour international labour organisation 4 how international labour standards are used international labour organisation
test-economy-epehwmrbals-pro01a,labour standards are necessary to protect basic human rights labour and business standards are a cornerstone of agreement on universal human rights between various international actors and so it is right that they should be linked to aid in 1998 the ilo declaration on fundamental principles and rights at work were adopted and are considered binding on all members regardless of whether they have ratified the conventions 1 the business and labour regulations protect the basic worker rights and improve job security through demanding the elimination of discrimination and empower workers through the recognition of freedom of association and the effective recognition of the right to collective bargaining 2 like in those in developed western countries this then provides a minimum standard and aid should only be given to those that ensure those minimum standards they have signed up it would also help compliance to prioritise those who go further in their protections of labour when it comes to receiving aid it should be remembered that there has been general acceptance of international labour standards not just for human rights reasons but also because having minimum standards is beneficial economically for example a 40 hour working week is more productive per hour than a 60 hour week 3 1 the ilo declaration on fundamental principles and rights at work about the declaration international labour organisation 2 ilo declaration on fundamental principles and rights at work and its follow up adopted by the international labour conference at its eighty sixth session geneva 18 june 1998 annex revised 15 june 2010 3 robinson sara bring back the 40 hour work week salon 14 march 2012
test-economy-epehwmrbals-con03a,development has many facets of which pure economic growth is a priority especially in the context of a developing nation it is a nation s own sovereign decision to decide its own standards and pace itself it is a sovereign right of self determination of a nation to freely comply or refuse to comply with international standards it is unfair to back a developing nation up against a wall and force them to ratify higher standards in return for aid it is notable that the countries that have developed fastest have often been those that have ignored the whims of the aid donors the asian tigers singapore hong kong south korea taiwan later followed by south east asia and china did not receive aid but preserved authority over their developmental policies their success story does not involve the international labour standards and goes against many of the policy prescriptions such as free trade of international institutions such as the world bank and the ilo 1 this shows that nations that follow their national interest rather than bending to the whims of donors are the ones that ultimately do best economically these states only implement labour standards when they become beneficial when it is necessary to build and maintain an educated labour force 1 chang ha joon infant industry promotion in historical perspective a rope to hang oneself or a ladder to climb with a paper for the conference development theory at the threshold of the twenty first century 2001
test-economy-epehwmrbals-con01a,universal standards of labour and business are not suited to the race for development developing countries are in a race to develop their economies the prioritisation of countries that are not currently developed is different to the priorities of developed countries as a result of their circumstances and they must be allowed to temporarily push back standards of labour and business until they achieve a level playing field with the rest of the world this is because economic development is a necessary precondition for many of the kinds of labour standards enjoyed in the west for there to be high labour standards there clearly needs to be employment to have those standards undeveloped countries are reliant upon cheap flexible labour to work in factories to create economic growth as happened in china in such cases the comparative advantage is through their cheap labour if there had been high levels of government imposed labour standards and working conditions then multinational firms would never have located their factories in the country as the cost of running them would have been too high 1 malaysia for example has struggled to contain activity from the malaysian trades union congress to prevent their jobs moving to china 2 as the competition does not have labour standards so helping keep employment cheap 3 1 fang cai and wang dewen employment growth labour scarcity and the nature of china s trade expansion p 145 154 2 rasiah rajah the competitive impact of china on southeast asia s labor markets development research series research center on development and international relations working paper no 114 2002 p 32 3 bildner eli china s uneven labor revolution the atlantic 11 january 2013
test-economy-beghwbh-con02a,lack of capacity or room for expansion the plans for the hyperloop provide that the capacity would be 840 passengers per hour which more than sufficient to transport all of the 6 million passengers traveling between los angeles and san francisco areas per year with only 28 people per capsule and a maximum of one capsule every 30 seconds there is not much room for expansion it would seem surprising if this service only carried 6million passengers a year the taiwan high speed rail running between taipei and zuoying carried 41 6 million passengers in 2011 1 considering that taiwan has a population of 23 million compared to the combined population of the san francisco bay and los angeles metropolitan areas of 26million this does not seem an unreasonable comparison 2 even if we assume it will not be used at all for commuting and take the eurostar as the point of comparison the hyperloop still has only two thirds of the capacity it would need as eurostar s ridership is currently approaching 10million 3 1 table 2 8 passenger traffic of high speed rail monthly statistics of transportation amp communications motc department of statistics 2 annual estimates of the population of combined statistical areas census gov 2012 3 strong 2012 for eurostar global rail news 25 march 2013
test-economy-epsihbdns-pro02a,restrictions on migration would benefit people in the cities economically and socially cities are very appealing to poor people even if their living standards in cities might be unacceptable they get closer to basic goods such as fresh water sanitation etc however these things exist because there are productive people in the cities who work and pay taxes what happens when too many people come at the same time is that public money is stretched too thinly and these basic goods can no longer be provided this leads to severe humanitarian problems such as malnutrition thirst lack of medication etc however this humanitarian crisis does not only harm those directly affected it also creates an unattractive environment for business thus people who enter the city cannot find work as production does not grow in relation to the people who enter they become excluded from society and often turn to crime which further erodes the economy 1 limiting migration to reasonable levels give the cities a chance to develop progressively and become the kind of places that people in rural areas currently believe them to be 1 maxwell daniel the political economy of urban food security in sub saharan africa 11 london elsevier science ltd 1999 world development vol 27 p 1939 1953 s0305 750x 99 1
test-economy-epsihbdns-pro03a,restrictions would benefit rural areas unlimited rural urban migration erodes the economy of the cities as shown in the previous argument and limits their economic growth and available resources on a national level this causes decision makers to prioritise the cities as the country relies more on urban than rural areas thus preventing them from investing in the country side 1 china is a good example of this where urban privilege has become entrenched with special economic zones being created in urban areas though sometimes built from scratch in rural areas with money being poured into infrastructure for the urban areas which as a result have rapidly modernised leaving rural areas behind this leads to a whole culture of divisions where urbanites consider those from rural areas to be backward and less civilized 2 moreover there will be little other reason to invest in rural areas as the workforce in those areas has left for the cities by preserving resources in the cities and keeping the workforce in the rural areas it becomes possible to invest in rural communities and change their lives for the better as these areas maintain the balanced workforce necessary to attract investors 1 maxwell daniel the political economy of urban food security in sub saharan africa 11 london elsevier science ltd 1999 world development vol 27 p 1939 1953 s0305 750x 99 1 2 whyte martin king social change and the urban rural divide in china china in the 21st century june 2007 p 54
test-economy-epsihbdns-pro04a,poor uneducated people are lured into cities the cause of rural urban migration in developing nations and the main reason why it becomes problematic is that people who move to the cities are not making informed decisions they are led to believe that the cities contain opportunities that they cannot find where they live and there are no mechanisms such as efficient media or adequate education to eradicate this misconception 1 myths can be easily propagated by a single successful migrant returning home to visit that then attracts many others to try their luck without any knowledge of the possible costs 2 this is exacerbated by unscrupulous organisations that prey on their desperation to take all their money to organise their move to the city some of those who are trafficked find themselves brought to the city and exploited through forced labour begging or even prostitution 3 many of those who move to cities find themselves in a worse situation but have lost any moving power they originally had and are thus trapped 1 zhan shaohua what determines migrant workers life chances in contemporary china hukou social exclusion and the market 243 2011 vol 37 2 waibel hermann and schmidt erich urban rural relations in feeding asian cities food production and processing issues fao november 2000 3 uniap vietnam united nations inter agency project on human trafficking accessed march 2013
